Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
31.0,Female,63.9,1.68,167.0,145.0,65.0,1.44,1320.0,Yoga,23.5,3.3,4.0,3.0,22.83
42.0,Female,53.2,1.68,163.0,143.0,56.0,0.94,709.0,Cardio,21.1,2.8,3.0,2.0,19.4
26.0,Female,66.0,1.58,168.0,131.0,70.0,0.62,1329.0,Strength,23.7,2.1,2.0,1.0,26.42
31.0,Male,91.0,1.84,186.0,145.0,64.0,0.96,518.0,Cardio,26.8,2.1,4.0,2.0,27.55
37.0,Male,94.6,1.78,149.0,138.0,62.0,1.04,1141.0,Strength,21.0,2.8,3.0,3.0,29.63
48.0,Female,76.1,1.61,175.0,134.0,64.0,0.76,687.0,Strength,33.8,2.7,3.0,1.0,29.86
29.0,Female,69.9,1.48,157.0,128.0,79.0,0.52,914.0,Strength,33.8,1.6,3.0,1.0,32.34
18.0,Male,92.9,1.86,165.0,129.0,58.0,0.61,257.0,Yoga,22.9,2.7,3.0,1.0,26.84
18.0,Female,63.3,1.58,146.0,114.0,66.0,0.8,759.0,Strength,28.3,1.2,3.0,1.0,24.84
21.0,Male,63.1,1.87,193.0,153.0,65.0,1.28,314.0,Cardio,17.4,3.0,4.0,3.0,17.69
20.0,Male,80.4,1.77,145.0,115.0,83.0,0.42,727.0,Yoga,21.3,2.1,1.0,1.0,24.84
34.0,Male,68.3,1.77,138.0,121.0,72.0,1.16,165.0,Cardio,20.3,2.4,4.0,2.0,22.01
22.0,Male,66.4,1.64,178.0,151.0,62.0,0.94,623.0,Strength,24.0,2.5,4.0,3.0,24.85
28.0,Male,75.5,1.77,175.0,143.0,79.0,1.13,1004.0,Yoga,18.5,2.1,5.0,2.0,24.13
27.0,Male,88.1,1.83,141.0,115.0,63.0,0.44,820.0,Cardio,24.1,2.3,3.0,1.0,26.26
31.0,Female,58.7,1.58,182.0,149.0,70.0,0.95,258.0,Cardio,17.9,2.5,2.0,2.0,23.99
52.0,Female,73.1,1.65,175.0,148.0,67.0,1.37,80.0,Strength,22.7,3.2,5.0,3.0,26.95
44.0,Male,52.9,1.79,141.0,118.0,62.0,0.96,808.0,Cardio,16.9,3.2,4.0,2.0,16.32
36.0,Female,66.2,1.64,165.0,146.0,73.0,0.79,1157.0,Yoga,25.4,2.5,4.0,2.0,24.66
30.0,Male,95.4,1.85,166.0,141.0,60.0,0.93,343.0,HIIT,21.7,2.4,6.0,3.0,28.59
31.0,Male,79.4,1.6,164.0,134.0,73.0,1.2,1324.0,Strength,26.6,1.9,4.0,2.0,31.23
40.0,Male,89.4,1.81,132.0,120.0,59.0,0.69,645.0,Cardio,22.6,2.9,2.0,1.0,27.15
43.0,Female,98.2,1.8,162.0,140.0,70.0,1.15,80.0,Strength,28.3,3.2,3.0,2.0,30.29
25.0,Female,70.1,1.67,138.0,126.0,69.0,0.79,149.0,Yoga,22.2,2.5,3.0,1.0,25.3
36.0,Male,78.3,1.81,165.0,142.0,76.0,1.06,899.0,Cardio,15.2,2.5,3.0,2.0,23.75
18.0,Female,75.8,1.73,197.0,159.0,64.0,1.24,698.0,Yoga,29.5,3.2,6.0,3.0,25.15
39.0,Male,71.5,1.73,147.0,128.0,77.0,1.04,1125.0,Yoga,19.8,3.0,2.0,2.0,23.89
45.0,Male,66.7,1.76,155.0,121.0,76.0,0.86,265.0,Yoga,22.1,1.8,3.0,1.0,22.06
33.0,Male,74.7,1.82,154.0,103.0,71.0,0.66,683.0,Strength,18.7,2.1,2.0,1.0,22.83
58.0,Male,56.4,1.72,205.0,170.0,70.0,1.58,662.0,Yoga,18.3,2.3,5.0,3.0,18.92
25.0,Female,70.4,1.63,133.0,104.0,78.0,0.43,597.0,Strength,27.8,2.0,2.0,1.0,26.8
39.0,Female,66.8,1.65,150.0,115.0,75.0,0.41,522.0,Yoga,26.8,2.8,1.0,1.0,24.54
36.0,Male,73.3,1.78,130.0,105.0,56.0,0.8,530.0,Strength,20.8,2.6,2.0,1.0,23.26
35.0,Female,60.1,1.64,130.0,111.0,65.0,0.53,701.0,Cardio,23.5,2.2,2.0,1.0,22.43
35.0,Female,66.1,1.6,164.0,136.0,78.0,1.28,751.0,Strength,24.0,1.2,4.0,2.0,25.08
37.0,Female,78.6,1.71,162.0,131.0,59.0,1.17,733.0,Cardio,30.8,2.2,3.0,2.0,25.81
46.0,Female,59.8,1.72,166.0,129.0,78.0,0.89,1036.0,Strength,27.9,2.1,2.0,1.0,20.29
53.0,Male,67.1,1.85,143.0,120.0,77.0,0.78,263.0,Yoga,22.7,2.0,1.0,1.0,19.31
36.0,Female,79.4,1.68,143.0,113.0,67.0,0.51,80.0,Cardio,27.8,2.1,3.0,1.0,27.56
46.0,Male,66.0,1.85,146.0,117.0,58.0,0.4,970.0,Cardio,15.2,2.2,1.0,1.0,19.0
28.0,Female,75.9,1.69,157.0,130.0,68.0,0.87,348.0,Cardio,26.6,1.9,4.0,1.0,26.9
45.0,Male,88.9,1.72,172.0,145.0,83.0,0.75,529.0,HIIT,25.5,2.4,3.0,3.0,30.18
27.0,Female,92.8,1.74,130.0,107.0,66.0,0.89,451.0,Strength,31.4,2.0,1.0,1.0,30.92
49.0,Male,77.1,1.68,141.0,111.0,66.0,0.75,444.0,Strength,20.8,1.8,2.0,1.0,27.48
63.0,Female,63.7,1.53,153.0,123.0,65.0,0.64,180.0,Yoga,24.3,2.9,2.0,1.0,26.89
35.0,Male,103.6,1.77,146.0,122.0,81.0,0.72,465.0,HIIT,28.6,1.9,2.0,1.0,33.34
18.0,Female,42.2,1.6,140.0,107.0,70.0,0.72,854.0,Strength,9.6,1.1,2.0,1.0,16.69
29.0,Female,62.7,1.66,161.0,125.0,68.0,0.62,646.0,Yoga,24.9,2.9,2.0,1.0,22.71
51.0,Female,72.2,1.65,178.0,145.0,74.0,1.5,818.0,HIIT,25.4,2.4,4.0,2.0,26.54
43.0,Male,71.9,1.76,151.0,131.0,76.0,0.86,491.0,Strength,22.9,2.5,1.0,1.0,23.49
39.0,Male,100.1,1.87,170.0,141.0,62.0,0.99,941.0,HIIT,28.0,2.1,4.0,2.0,28.36
48.0,Female,58.5,1.57,146.0,125.0,59.0,0.88,487.0,Cardio,29.2,2.7,4.0,2.0,24.11
42.0,Female,62.4,1.58,142.0,113.0,80.0,0.85,80.0,Cardio,26.0,2.1,2.0,1.0,25.19
51.0,Male,75.2,1.79,134.0,113.0,72.0,0.35,745.0,Strength,17.4,2.6,2.0,1.0,23.47
47.0,Male,72.6,1.82,176.0,138.0,57.0,1.04,898.0,Strength,17.1,2.4,3.0,3.0,22.45
54.0,Female,53.1,1.56,168.0,134.0,56.0,1.08,473.0,Cardio,25.3,2.2,4.0,2.0,21.37
40.0,Male,83.6,1.81,144.0,107.0,64.0,0.53,1028.0,Yoga,17.5,2.2,2.0,1.0,25.36
47.0,Male,72.2,1.83,140.0,104.0,63.0,0.8,374.0,Yoga,23.4,1.9,2.0,1.0,21.32
32.0,Male,95.2,1.84,149.0,123.0,58.0,0.65,862.0,HIIT,23.5,1.2,2.0,1.0,28.24
29.0,Female,77.1,1.71,164.0,139.0,60.0,0.89,1209.0,HIIT,29.6,2.2,4.0,1.0,26.78
56.0,Female,76.4,1.65,179.0,137.0,62.0,1.11,664.0,HIIT,24.1,3.7,3.0,2.0,27.72
39.0,Female,59.8,1.72,148.0,121.0,69.0,0.49,573.0,Yoga,20.4,1.3,3.0,1.0,21.37
46.0,Male,50.3,1.67,130.0,112.0,84.0,0.78,613.0,Yoga,10.7,2.2,2.0,1.0,17.8
37.0,Female,63.4,1.65,192.0,156.0,62.0,0.99,1175.0,HIIT,28.7,2.7,6.0,3.0,23.41
29.0,Male,115.1,1.8,172.0,143.0,71.0,0.69,779.0,Yoga,29.9,2.9,2.0,1.0,35.53
36.0,Male,92.0,1.79,188.0,148.0,72.0,0.98,1339.0,Strength,26.7,2.0,5.0,2.0,28.73
53.0,Male,53.7,1.57,163.0,133.0,66.0,0.89,740.0,Strength,19.6,2.5,4.0,3.0,21.51
43.0,Female,68.5,1.62,141.0,113.0,75.0,0.71,437.0,Cardio,29.3,2.4,2.0,1.0,26.47
18.0,Female,77.9,1.69,130.0,89.0,74.0,0.64,456.0,Strength,27.8,2.0,2.0,1.0,26.98
33.0,Female,48.8,1.59,145.0,129.0,73.0,0.81,669.0,Yoga,21.8,1.8,2.0,1.0,18.68
57.0,Male,78.5,1.66,185.0,162.0,83.0,1.37,80.0,Cardio,24.5,2.8,5.0,3.0,28.09
33.0,Male,70.6,1.72,134.0,113.0,78.0,0.72,495.0,Yoga,22.3,2.0,2.0,1.0,24.37
18.0,Female,70.6,1.71,130.0,104.0,64.0,0.69,500.0,Strength,27.6,2.0,2.0,2.0,24.58
59.0,Male,80.6,1.81,141.0,106.0,75.0,0.58,721.0,Strength,30.1,2.5,3.0,1.0,23.9
44.0,Female,89.4,1.76,146.0,122.0,66.0,0.6,1268.0,Strength,35.1,2.3,2.0,1.0,29.15
35.0,Female,51.8,1.57,170.0,135.0,71.0,1.01,669.0,Strength,18.5,2.7,4.0,2.0,20.32
32.0,Female,43.3,1.55,156.0,125.0,62.0,0.62,80.0,Yoga,21.0,2.2,2.0,1.0,18.01
49.0,Male,85.1,1.84,170.0,137.0,60.0,1.14,360.0,Yoga,20.9,2.9,4.0,2.0,24.71
29.0,Female,39.6,1.55,170.0,146.0,70.0,0.98,736.0,HIIT,24.0,3.0,4.0,1.0,16.79
50.0,Female,54.7,1.55,162.0,140.0,75.0,1.03,682.0,Strength,24.3,2.3,4.0,2.0,22.96
43.0,Male,86.8,1.73,155.0,126.0,76.0,0.44,1166.0,Strength,26.6,2.5,3.0,1.0,29.34
39.0,Male,82.6,1.8,168.0,133.0,70.0,1.43,962.0,Strength,15.4,2.2,5.0,2.0,25.39
38.0,Female,73.1,1.62,152.0,124.0,71.0,0.88,947.0,HIIT,24.7,1.4,3.0,3.0,27.79
34.0,Female,70.5,1.62,136.0,114.0,73.0,0.49,575.0,Cardio,34.8,2.9,3.0,1.0,26.34
49.0,Male,100.1,1.74,165.0,147.0,64.0,1.22,1006.0,Yoga,28.6,2.3,3.0,2.0,32.7
26.0,Female,66.0,1.77,203.0,173.0,70.0,1.39,372.0,Cardio,20.9,2.9,5.0,2.0,21.4
18.0,Female,66.6,1.6,140.0,116.0,79.0,0.8,957.0,Strength,28.5,1.5,2.0,1.0,26.14
43.0,Male,74.8,1.86,175.0,148.0,64.0,1.36,565.0,HIIT,16.1,2.2,4.0,3.0,21.66
44.0,Female,80.5,1.71,142.0,116.0,67.0,0.96,185.0,HIIT,28.2,2.1,3.0,2.0,27.97
42.0,Male,81.9,1.86,169.0,145.0,79.0,0.93,842.0,Cardio,16.6,2.7,4.0,2.0,23.22
41.0,Female,95.6,1.79,178.0,148.0,64.0,1.41,1103.0,HIIT,28.5,2.6,5.0,3.0,30.09
32.0,Female,58.3,1.61,180.0,148.0,73.0,0.82,521.0,Strength,23.7,1.9,2.0,1.0,22.08
45.0,Female,85.5,1.71,173.0,129.0,71.0,0.96,1150.0,Strength,33.8,2.1,4.0,2.0,29.76
35.0,Female,80.1,1.73,173.0,139.0,71.0,0.96,122.0,Strength,29.8,2.6,2.0,1.0,26.95
30.0,Female,61.6,1.61,184.0,143.0,62.0,0.94,269.0,Cardio,27.9,2.8,3.0,2.0,24.1
32.0,Female,66.5,1.6,147.0,126.0,71.0,0.76,601.0,Strength,27.7,2.2,4.0,2.0,25.73
60.0,Male,81.7,1.79,135.0,120.0,72.0,0.39,526.0,Strength,24.9,2.4,2.0,1.0,26.26
18.0,Male,80.1,1.76,154.0,126.0,85.0,0.4,432.0,Yoga,20.1,2.0,2.0,1.0,26.56
42.0,Female,57.0,1.55,151.0,116.0,78.0,0.59,689.0,Yoga,23.8,1.9,3.0,1.0,23.88
18.0,Male,77.2,1.88,160.0,126.0,68.0,0.62,478.0,Cardio,20.7,2.1,2.0,1.0,22.25
35.0,Male,68.7,1.72,164.0,126.0,77.0,0.75,533.0,Yoga,19.7,2.4,2.0,1.0,23.12
31.0,Male,56.1,1.76,132.0,124.0,74.0,0.65,736.0,Cardio,16.4,1.7,2.0,1.0,17.67
18.0,Female,73.6,1.63,156.0,118.0,81.0,0.78,434.0,Yoga,28.7,2.3,3.0,1.0,27.98
41.0,Female,53.3,1.64,137.0,106.0,68.0,0.66,611.0,Strength,26.6,3.2,3.0,2.0,19.5
31.0,Female,54.0,1.53,151.0,135.0,69.0,0.97,445.0,HIIT,29.4,2.5,4.0,2.0,23.53
18.0,Female,65.0,1.57,172.0,138.0,67.0,0.88,265.0,Cardio,26.2,2.5,4.0,3.0,26.74
46.0,Female,71.1,1.62,146.0,117.0,68.0,1.18,895.0,Cardio,23.4,2.4,3.0,2.0,27.17
53.0,Male,49.5,1.67,151.0,120.0,66.0,0.42,1191.0,Yoga,14.1,2.3,3.0,1.0,17.81
54.0,Male,65.6,1.69,189.0,153.0,68.0,1.34,997.0,Strength,17.7,2.1,5.0,3.0,23.31
40.0,Female,73.3,1.69,154.0,123.0,71.0,0.94,756.0,Cardio,30.0,3.2,4.0,2.0,25.76
37.0,Female,80.9,1.81,131.0,115.0,81.0,0.77,442.0,Cardio,29.5,2.5,1.0,1.0,24.55
52.0,Female,80.6,1.65,142.0,115.0,72.0,0.65,554.0,Cardio,27.6,1.8,2.0,1.0,29.08
56.0,Female,62.2,1.73,170.0,155.0,65.0,0.97,992.0,Cardio,21.4,2.5,3.0,2.0,21.12
50.0,Male,57.8,1.86,153.0,120.0,78.0,0.61,80.0,Yoga,10.9,1.8,3.0,1.0,16.84
25.0,Female,63.2,1.53,185.0,146.0,62.0,1.18,538.0,Strength,29.0,2.6,3.0,2.0,27.96
38.0,Male,65.9,1.76,171.0,153.0,72.0,1.29,891.0,HIIT,18.9,2.8,5.0,3.0,21.24
41.0,Male,49.1,1.66,130.0,99.0,80.0,0.95,282.0,Strength,18.6,2.2,3.0,1.0,17.92
18.0,Male,80.9,1.84,146.0,125.0,81.0,0.69,783.0,Cardio,22.6,1.6,2.0,1.0,24.01
42.0,Male,92.7,1.82,171.0,147.0,67.0,1.29,776.0,Cardio,26.2,2.6,4.0,3.0,28.21
63.0,Male,67.5,1.88,164.0,133.0,65.0,0.95,185.0,HIIT,12.7,3.0,4.0,2.0,18.76
44.0,Female,104.6,1.77,131.0,107.0,73.0,0.73,674.0,Cardio,31.8,1.9,3.0,1.0,33.36
54.0,Female,52.1,1.61,188.0,155.0,67.0,1.2,458.0,Strength,25.9,1.6,5.0,3.0,20.39
38.0,Male,75.7,1.79,202.0,165.0,60.0,1.31,791.0,HIIT,19.3,2.7,5.0,2.0,23.51
35.0,Female,56.3,1.71,182.0,145.0,77.0,0.97,867.0,Strength,17.5,3.5,4.0,2.0,19.53
41.0,Male,66.3,1.66,171.0,152.0,72.0,1.02,781.0,Strength,23.7,2.8,4.0,2.0,24.09
26.0,Female,71.8,1.73,174.0,135.0,66.0,0.7,672.0,Cardio,24.5,1.8,1.0,1.0,24.13
24.0,Female,48.2,1.6,138.0,98.0,85.0,0.71,737.0,Yoga,25.3,2.1,4.0,1.0,19.23
51.0,Female,89.8,1.61,164.0,124.0,69.0,0.98,274.0,Strength,34.7,2.8,5.0,2.0,34.56
52.0,Male,58.6,1.61,130.0,100.0,64.0,0.89,636.0,Strength,19.3,1.3,2.0,1.0,22.1
24.0,Female,62.9,1.69,164.0,142.0,62.0,1.03,398.0,HIIT,28.7,2.1,4.0,2.0,21.93
48.0,Female,79.7,1.7,149.0,129.0,78.0,1.36,984.0,Yoga,25.2,2.6,3.0,2.0,27.29
35.0,Female,84.4,1.64,132.0,113.0,85.0,0.66,865.0,Strength,36.4,2.8,2.0,1.0,30.64
40.0,Male,92.3,1.81,162.0,134.0,75.0,1.11,870.0,Strength,22.6,2.3,3.0,2.0,28.14
42.0,Male,75.0,1.94,157.0,122.0,81.0,0.54,1194.0,Yoga,18.4,2.8,2.0,2.0,20.0
48.0,Female,66.4,1.66,177.0,139.0,73.0,1.5,550.0,HIIT,26.8,2.5,5.0,3.0,24.45
37.0,Male,60.0,1.86,130.0,105.0,76.0,0.54,468.0,Strength,14.6,1.0,2.0,1.0,16.94
53.0,Female,65.7,1.55,164.0,136.0,70.0,1.04,539.0,Cardio,26.6,2.8,5.0,2.0,27.38
40.0,Male,53.5,1.74,175.0,148.0,72.0,0.93,140.0,Cardio,15.0,2.7,4.0,3.0,18.07
43.0,Female,58.4,1.65,141.0,118.0,77.0,0.72,160.0,HIIT,21.1,2.4,1.0,1.0,21.25
26.0,Male,62.7,1.62,162.0,128.0,63.0,0.93,849.0,Cardio,27.0,2.8,5.0,2.0,24.08
62.0,Male,90.4,1.88,146.0,115.0,73.0,0.85,201.0,Yoga,21.0,2.5,3.0,2.0,26.14
42.0,Male,68.6,1.73,175.0,146.0,78.0,0.93,308.0,Cardio,23.8,2.3,3.0,2.0,22.27
45.0,Female,93.0,1.77,160.0,129.0,67.0,1.2,620.0,Cardio,33.8,2.4,4.0,2.0,29.78
18.0,Male,74.4,1.69,176.0,143.0,62.0,1.36,523.0,Strength,23.9,2.6,5.0,3.0,26.46
26.0,Male,83.5,1.76,134.0,101.0,75.0,0.46,926.0,Strength,23.2,1.9,1.0,1.0,26.83
51.0,Female,50.5,1.62,143.0,122.0,63.0,1.13,670.0,Cardio,23.0,1.6,3.0,2.0,19.73
39.0,Male,117.7,1.95,143.0,108.0,63.0,0.52,389.0,Yoga,28.5,1.6,1.0,2.0,31.18
18.0,Male,56.8,1.65,164.0,134.0,76.0,1.08,963.0,Strength,19.0,2.4,4.0,1.0,21.48
48.0,Female,85.1,1.67,149.0,124.0,65.0,1.05,884.0,Strength,26.7,1.4,4.0,3.0,30.72
29.0,Male,93.0,1.7,150.0,120.0,72.0,0.74,196.0,Yoga,22.3,1.2,1.0,1.0,32.83
53.0,Female,71.1,1.64,147.0,116.0,68.0,0.93,729.0,Cardio,32.7,1.9,3.0,1.0,26.54
35.0,Male,88.2,1.8,205.0,176.0,73.0,1.17,429.0,Strength,15.9,2.7,5.0,3.0,26.74
38.0,Female,39.1,1.54,130.0,101.0,78.0,0.74,408.0,Cardio,20.8,2.0,2.0,1.0,16.27
50.0,Female,74.2,1.79,177.0,138.0,66.0,1.16,1251.0,Cardio,24.8,1.4,2.0,1.0,23.51
25.0,Male,86.9,1.74,148.0,120.0,64.0,0.55,686.0,Yoga,25.4,2.8,2.0,1.0,29.05
24.0,Male,97.8,1.91,168.0,144.0,62.0,1.18,584.0,Cardio,20.0,2.2,4.0,3.0,26.7
34.0,Male,65.8,1.82,143.0,119.0,76.0,0.61,674.0,Yoga,18.9,1.7,3.0,1.0,20.5
46.0,Male,78.3,1.83,146.0,126.0,73.0,0.7,928.0,Yoga,21.3,1.5,2.0,1.0,23.26
20.0,Female,47.1,1.69,169.0,155.0,65.0,1.08,430.0,Cardio,28.5,3.4,4.0,3.0,16.65
18.0,Female,62.9,1.59,201.0,168.0,65.0,1.37,488.0,Strength,27.3,3.0,5.0,3.0,25.03
46.0,Female,53.7,1.76,140.0,96.0,77.0,0.44,852.0,Cardio,24.9,1.9,1.0,1.0,16.87
29.0,Female,77.7,1.66,143.0,128.0,68.0,1.16,167.0,Cardio,25.1,2.2,4.0,3.0,28.16
31.0,Male,75.4,1.63,171.0,151.0,71.0,1.05,971.0,Yoga,27.8,2.5,3.0,2.0,29.21
18.0,Male,65.8,1.75,197.0,163.0,57.0,1.58,146.0,Strength,19.9,2.2,4.0,3.0,21.16
28.0,Male,74.7,1.68,151.0,123.0,90.0,0.75,569.0,Cardio,24.0,2.3,2.0,1.0,26.69
36.0,Female,71.5,1.76,183.0,148.0,66.0,0.92,141.0,Strength,26.3,2.2,5.0,2.0,22.68
47.0,Female,66.8,1.64,144.0,117.0,69.0,0.85,310.0,Cardio,32.0,2.7,5.0,2.0,24.51
27.0,Male,57.8,1.72,167.0,144.0,72.0,1.01,1068.0,Yoga,18.4,2.7,3.0,2.0,19.04
56.0,Female,68.1,1.61,173.0,147.0,65.0,0.97,987.0,HIIT,25.7,2.2,3.0,3.0,26.6
28.0,Female,51.0,1.7,138.0,129.0,68.0,1.15,1020.0,Strength,19.3,1.5,4.0,3.0,17.34
28.0,Female,49.5,1.68,163.0,144.0,72.0,0.51,185.0,Strength,23.5,2.0,3.0,1.0,17.98
54.0,Female,57.0,1.58,192.0,156.0,58.0,1.59,322.0,Cardio,26.6,2.1,3.0,3.0,22.65
39.0,Female,62.0,1.66,170.0,132.0,67.0,1.48,764.0,Strength,20.4,2.8,5.0,3.0,22.54
29.0,Male,65.4,1.62,179.0,140.0,56.0,0.94,880.0,Cardio,23.5,2.3,3.0,2.0,25.06
34.0,Female,55.7,1.59,143.0,111.0,84.0,0.92,392.0,Yoga,21.4,1.8,1.0,1.0,21.47
52.0,Male,109.6,1.86,140.0,130.0,78.0,0.53,462.0,Yoga,28.6,1.5,1.0,1.0,31.75
54.0,Male,67.5,1.66,164.0,141.0,72.0,1.0,290.0,Yoga,19.2,3.0,3.0,3.0,24.62
26.0,Male,82.2,1.8,151.0,112.0,60.0,0.46,1175.0,Strength,21.5,1.9,2.0,2.0,25.77
35.0,Female,65.5,1.65,205.0,169.0,58.0,1.57,508.0,HIIT,24.6,3.9,5.0,3.0,23.72
37.0,Female,76.1,1.64,166.0,127.0,82.0,0.4,656.0,Yoga,34.2,2.1,2.0,1.0,28.01
24.0,Female,68.5,1.62,154.0,128.0,92.0,0.75,675.0,Cardio,29.1,2.6,4.0,1.0,26.33
35.0,Female,68.8,1.66,170.0,152.0,72.0,1.19,1009.0,HIIT,30.8,2.8,5.0,2.0,25.46
36.0,Female,69.9,1.6,151.0,123.0,79.0,0.85,344.0,Yoga,37.5,2.3,2.0,1.0,27.1
50.0,Male,49.0,1.67,142.0,114.0,76.0,0.79,1021.0,Yoga,16.2,2.6,2.0,1.0,17.14
50.0,Female,41.1,1.55,174.0,133.0,62.0,0.99,242.0,Strength,25.2,2.9,4.0,3.0,17.0
32.0,Female,61.2,1.61,166.0,136.0,75.0,1.12,1026.0,Yoga,23.8,1.7,4.0,3.0,23.26
33.0,Female,61.6,1.61,135.0,107.0,64.0,0.63,96.0,Cardio,29.8,2.5,2.0,1.0,23.9
44.0,Male,89.3,1.85,143.0,114.0,60.0,1.03,616.0,Strength,20.5,2.7,3.0,2.0,25.71
29.0,Male,77.4,1.82,187.0,156.0,55.0,1.54,1178.0,Cardio,20.6,2.8,5.0,3.0,23.71
43.0,Male,77.2,1.72,149.0,116.0,75.0,0.93,872.0,Cardio,24.5,3.2,4.0,3.0,26.17
35.0,Male,63.3,1.79,130.0,108.0,72.0,0.54,779.0,Yoga,19.9,2.9,3.0,1.0,20.11
24.0,Male,88.3,1.9,130.0,100.0,73.0,0.72,309.0,Cardio,17.7,2.5,2.0,1.0,23.61
25.0,Male,56.7,1.71,141.0,102.0,72.0,0.76,410.0,Strength,14.9,1.9,2.0,1.0,18.78
53.0,Female,78.6,1.74,137.0,122.0,64.0,0.67,1077.0,Yoga,29.6,1.6,3.0,1.0,26.41
34.0,Male,53.8,1.76,157.0,116.0,67.0,0.8,799.0,Strength,14.8,2.4,2.0,1.0,17.12
56.0,Male,79.0,1.77,146.0,133.0,64.0,0.94,936.0,Strength,18.0,3.1,3.0,2.0,24.7
30.0,Female,43.7,1.52,130.0,105.0,62.0,0.67,669.0,HIIT,21.9,1.2,3.0,2.0,18.84
39.0,Male,78.0,1.89,183.0,147.0,60.0,1.35,565.0,Cardio,19.1,3.3,4.0,2.0,21.92
65.0,Female,70.5,1.59,150.0,122.0,64.0,0.69,893.0,Cardio,29.9,2.0,4.0,1.0,27.83
23.0,Male,87.7,1.86,134.0,117.0,76.0,0.89,731.0,HIIT,23.9,1.3,2.0,1.0,25.51
18.0,Female,41.3,1.53,175.0,144.0,73.0,1.03,598.0,Strength,22.5,2.7,4.0,2.0,17.76
51.0,Male,62.1,1.73,193.0,164.0,55.0,1.24,204.0,HIIT,16.3,3.2,5.0,3.0,20.85
26.0,Male,66.4,1.88,141.0,115.0,70.0,0.73,952.0,Strength,15.8,1.9,2.0,1.0,19.26
36.0,Female,49.8,1.66,130.0,99.0,85.0,0.8,786.0,Yoga,24.2,1.6,2.0,1.0,18.07
29.0,Female,60.7,1.56,138.0,110.0,65.0,0.77,453.0,HIIT,25.3,2.9,3.0,1.0,24.93
39.0,Female,65.8,1.59,158.0,135.0,71.0,1.08,1029.0,Strength,26.6,2.1,3.0,2.0,26.31
25.0,Female,76.5,1.73,175.0,128.0,69.0,0.75,727.0,Cardio,22.9,3.0,3.0,2.0,25.75
34.0,Male,84.9,1.78,133.0,107.0,80.0,0.3,727.0,Strength,23.3,1.4,3.0,1.0,26.48
41.0,Male,73.2,1.73,144.0,119.0,74.0,0.84,931.0,Yoga,22.6,2.3,2.0,1.0,24.43
24.0,Female,70.8,1.76,184.0,160.0,65.0,1.04,869.0,Strength,19.4,2.6,3.0,2.0,23.01
28.0,Female,49.2,1.6,191.0,149.0,64.0,1.29,749.0,Strength,19.2,3.2,4.0,3.0,19.01
32.0,Male,80.2,1.9,151.0,136.0,69.0,1.07,592.0,Yoga,15.5,3.1,5.0,1.0,22.03
19.0,Female,45.4,1.55,154.0,123.0,67.0,1.26,1287.0,Cardio,24.5,2.1,3.0,2.0,18.41
31.0,Male,67.5,1.78,156.0,130.0,63.0,0.86,415.0,Yoga,13.3,2.3,4.0,1.0,20.3
37.0,Female,65.2,1.62,144.0,127.0,81.0,0.79,887.0,HIIT,26.6,1.5,2.0,1.0,24.71
31.0,Female,60.0,1.58,147.0,126.0,79.0,0.52,620.0,Yoga,28.4,1.5,2.0,1.0,24.08
33.0,Male,110.1,1.76,181.0,150.0,61.0,0.86,798.0,Strength,31.0,2.2,4.0,2.0,35.16
36.0,Female,53.8,1.72,171.0,150.0,62.0,0.93,1047.0,Strength,20.2,3.0,6.0,3.0,18.67
28.0,Male,78.1,1.85,181.0,151.0,62.0,1.39,557.0,Strength,21.3,3.6,3.0,3.0,22.45
44.0,Female,49.9,1.67,205.0,171.0,56.0,1.46,852.0,Cardio,24.4,3.6,5.0,2.0,18.21
53.0,Male,68.4,1.77,189.0,160.0,51.0,1.47,743.0,Strength,19.1,2.6,5.0,3.0,21.98
30.0,Male,69.6,1.78,148.0,132.0,59.0,1.39,449.0,Cardio,12.9,2.9,5.0,3.0,22.73
42.0,Male,94.8,1.85,144.0,123.0,70.0,0.63,1050.0,Strength,27.6,2.5,2.0,1.0,27.89
33.0,Female,65.1,1.69,138.0,112.0,62.0,0.57,873.0,Yoga,26.4,2.4,2.0,1.0,22.29
40.0,Male,87.6,1.92,152.0,127.0,73.0,0.53,508.0,Strength,20.9,2.0,2.0,1.0,24.13
55.0,Male,69.8,1.77,169.0,140.0,76.0,0.95,1005.0,Strength,13.9,2.5,3.0,2.0,22.87
42.0,Female,45.5,1.54,131.0,101.0,78.0,0.5,377.0,Yoga,21.4,2.1,1.0,1.0,18.57
18.0,Female,57.6,1.64,181.0,139.0,67.0,1.23,644.0,Cardio,21.5,2.4,4.0,2.0,21.64
41.0,Male,62.6,1.67,166.0,138.0,55.0,0.77,513.0,Yoga,16.3,2.3,4.0,2.0,22.75
51.0,Female,67.4,1.67,159.0,140.0,73.0,0.94,892.0,Strength,25.9,2.4,3.0,3.0,24.09
33.0,Male,80.6,1.74,161.0,124.0,73.0,0.36,491.0,Strength,21.7,1.9,3.0,1.0,25.77
48.0,Male,82.6,1.87,171.0,133.0,75.0,0.69,891.0,Strength,19.5,1.6,3.0,1.0,23.52
